Sample_Origin,Cell_type.refined,Cell_subtype,n_cells,mean_score,median_score,sd_score,score
nLung,Endothelial cells,Tip-like ECs,654,0.007455026,0.0,0.05035385,b_plasma
nLung,Epithelial cells,AT1,530,0.0020925198,0.0,0.016918814,b_plasma
nLung,Epithelial cells,AT2,2020,0.011277269,0.0,0.04404425,b_plasma
nLung,Epithelial cells,Ciliated,654,0.008090941,0.0,0.036712576,b_plasma
nLung,Epithelial cells,Club,439,0.008895628,0.0,0.036411718,b_plasma
nLung,Fibroblasts,COL13A1+ matrix FBs,259,0.0059786886,0.0,0.0342111,b_plasma
nLung,Fibroblasts,COL14A1+ matrix FBs,1078,0.0069203842,0.0,0.035445355,b_plasma
nLung,Fibroblasts,Undetermined,122,0.012027766,0.0,0.05434331,b_plasma
nLung,MAST cells,MAST,1079,0.011788627,0.0,0.042866677,b_plasma
nLung,Myeloid cells,Alveolar Mac,12211,0.009012332,0.0,0.037905227,b_plasma
nLung,Myeloid cells,CD141+ DCs,101,0.0068628434,0.0,0.030221457,b_plasma
nLung,Myeloid cells,CD163+CD14+ DCs,143,0.021969158,0.0,0.07468372,b_plasma
nLung,Myeloid cells,CD1c+ DCs,880,0.015381362,0.0,0.07084109,b_plasma
nLung,Myeloid cells,Monocytes,2319,0.040668394,0.0,0.0872942,b_plasma
nLung,Myeloid cells,mo-Mac,808,0.011907707,0.0,0.08451467,b_plasma
nLung,T/NK cells,CD4+ Th,3101,0.014668267,0.0,0.046381757,b_plasma
nLung,T/NK cells,CD8 low T,680,0.0086816605,0.0,0.03608868,b_plasma
nLung,T/NK cells,Cytotoxic CD8+ T,2041,0.009113131,0.0,0.034888215,b_plasma
nLung,T/NK cells,Exhausted CD8+ T,177,0.021605017,0.0,0.053500522,b_plasma
nLung,T/NK cells,NK,4752,0.015008669,0.0,0.04614435,b_plasma
nLung,T/NK cells,Naive CD4+ T,280,0.013162351,0.0,0.047668457,b_plasma
nLung,T/NK cells,Treg,196,0.058598965,0.0,0.09858229,b_plasma
nLung,T/NK cells,Undetermined,106,0.03891418,0.0,0.08487005,b_plasma
nLung,,,6614,0.01229493,0.0,0.059465222,b_plasma
tL/B,B lymphocytes,Follicular B cells,382,0.7532985,0.7742402,0.2811337,b_plasma
tL/B,Epithelial cells,Malignant cells,6400,0.012549877,0.0,0.048385214,b_plasma
tL/B,Epithelial cells,,182,0.012762201,0.0,0.04740377,b_plasma
tL/B,Myeloid cells,Monocytes,499,0.03305452,0.0,0.0795033,b_plasma
tL/B,Myeloid cells,Undetermined,195,0.03476319,0.0,0.17453513,b_plasma
tL/B,Myeloid cells,mo-Mac,460,0.029519849,0.0,0.07936485,b_plasma
tL/B,T/NK cells,CD4+ Th,252,0.030993499,0.0,0.069244206,b_plasma
tL/B,T/NK cells,CD8 low T,342,0.035778012,0.0,0.070822515,b_plasma
tL/B,T/NK cells,Cytotoxic CD8+ T,290,0.01864327,0.0,0.052694064,b_plasma
tL/B,T/NK cells,Exhausted CD8+ T,397,0.028864875,0.0,0.061615463,b_plasma
tL/B,T/NK cells,NK,406,0.029964067,0.0,0.06372135,b_plasma
tL/B,T/NK cells,Naive CD4+ T,410,0.029244674,0.0,0.07508142,b_plasma
tL/B,T/NK cells,Naive CD8+ T,105,0.029818483,0.0,0.06470132,b_plasma
tL/B,T/NK cells,Treg,346,0.08070871,0.0,0.12388945,b_plasma
tL/B,,,963,0.029185398,0.0,0.07762281,b_plasma
tLung,B lymphocytes,Follicular B cells,3580,0.7163551,0.7167038,0.28093264,b_plasma
tLung,B lymphocytes,MALT B cells,1126,1.911915,2.0369377,0.74541175,b_plasma
tLung,B lymphocytes,Plasma cells,314,0.88097686,0.84381497,0.5800658,b_plasma
tLung,B lymphocytes,Undetermined,130,0.85227907,0.81886894,0.37103233,b_plasma
tLung,Endothelial cells,Stalk-like ECs,103,0.039260294,0.0,0.081325695,b_plasma
tLung,Endothelial cells,Tip-like ECs,168,0.026468992,0.0,0.085869715,b_plasma
tLung,Endothelial cells,Tumor ECs,274,0.1015682,0.0,0.18293667,b_plasma
tLung,Epithelial cells,tS1,3270,0.031566344,0.0,0.11339328,b_plasma
tLung,Epithelial cells,tS2,3018,0.04675307,0.0,0.11760843,b_plasma
tLung,Epithelial cells,,918,0.02995983,0.0,0.10813799,b_plasma
tLung,Fibroblasts,COL13A1+ matrix FBs,703,0.098501116,0.0,0.1773617,b_plasma
tLung,Fibroblasts,COL14A1+ matrix FBs,390,0.04715426,0.0,0.090165794,b_plasma
tLung,Fibroblasts,Myofibroblasts,245,0.037666846,0.0,0.080668345,b_plasma
tLung,Fibroblasts,Smooth muscle cells,139,0.036955312,0.0,0.100887716,b_plasma
tLung,Fibroblasts,Undetermined,111,0.1100547,0.0,0.26190057,b_plasma
tLung,MAST cells,MAST,1809,0.03749984,0.0,0.0964497,b_plasma
tLung,Myeloid cells,Activated DCs,154,0.099950925,0.0,0.17560783,b_plasma
tLung,Myeloid cells,Alveolar Mac,1324,0.031181088,0.0,0.08244231,b_plasma
tLung,Myeloid cells,CD163+CD14+ DCs,660,0.06301317,0.0,0.13538042,b_plasma
tLung,Myeloid cells,CD1c+ DCs,528,0.06273162,0.0,0.12968162,b_plasma
tLung,Myeloid cells,Monocytes,639,0.065351225,0.0,0.12696141,b_plasma
tLung,Myeloid cells,Undetermined,484,0.05369845,0.0,0.20724982,b_plasma
tLung,Myeloid cells,mo-Mac,4678,0.059471957,0.0,0.13894077,b_plasma
tLung,Myeloid cells,pDCs,116,0.6848025,0.7167038,0.24815963,b_plasma
tLung,T/NK cells,CD4+ Th,3572,0.031335734,0.0,0.071444824,b_plasma
tLung,T/NK cells,CD8 low T,785,0.04120793,0.0,0.083230376,b_plasma
tLung,T/NK cells,CD8+/CD4+ Mixed Th,2464,0.0738023,0.0,0.13110806,b_plasma
tLung,T/NK cells,Cytotoxic CD8+ T,418,0.030042985,0.0,0.07626916,b_plasma
tLung,T/NK cells,Exhausted CD8+ T,1762,0.03243163,0.0,0.07327259,b_plasma
tLung,T/NK cells,Exhausted Tfh,385,0.03703373,0.0,0.07317323,b_plasma
tLung,T/NK cells,NK,739,0.034547947,0.0,0.083802514,b_plasma
tLung,T/NK cells,Naive CD4+ T,1743,0.09198213,0.0,0.11542167,b_plasma
tLung,T/NK cells,Naive CD8+ T,203,0.078883156,0.0,0.10883923,b_plasma
tLung,T/NK cells,Treg,1608,0.11457592,0.13862944,0.14003007,b_plasma
tLung,T/NK cells,Undetermined,262,0.09095959,0.0,0.16008058,b_plasma
tLung,,,5742,0.0533041,0.0,0.18274896,b_plasma
PE,B lymphocytes,Follicular B cells,3019,0.007098386,0.0,0.031274244,endothelial
PE,B lymphocytes,MALT B cells,109,0.11487825,0.13862944,0.12634484,endothelial
PE,B lymphocytes,Undetermined,152,0.019084178,0.0,0.053726442,endothelial
PE,Epithelial cells,,396,0.078246765,0.0,0.14100367,endothelial
PE,Myeloid cells,Pleural Mac,2713,0.14795572,0.13862944,0.1471799,endothelial
PE,Myeloid cells,Undetermined,142,0.02009635,0.0,0.052895583,endothelial
PE,T/NK cells,CD8 low T,1691,0.007372103,0.0,0.031952012,endothelial
PE,T/NK cells,Cytotoxic CD8+ T,149,0.015430631,0.0,0.0451029,endothelial
PE,T/NK cells,Exhausted CD8+ T,438,0.023899263,0.0,0.057833385,endothelial
PE,T/NK cells,NK,517,0.012602676,0.0,0.04260069,endothelial
PE,T/NK cells,Naive CD4+ T,4365,0.004647654,0.0,0.02528192,endothelial
PE,T/NK cells,Naive CD8+ T,1418,0.016083144,0.0,0.04614263,endothelial
PE,T/NK cells,Treg,519,0.0026710874,0.0,0.019075055,endothelial
PE,,,4368,0.011949434,0.0,0.04357779,endothelial
mBrain,B lymphocytes,Follicular B cells,675,0.0028752773,0.0,0.021164523,endothelial
mBrain,B lymphocytes,MALT B cells,326,0.04869594,0.0,0.09906443,endothelial
mBrain,B lymphocytes,Plasma cells,299,0.07705288,0.0,0.105219305,endothelial
mBrain,Endothelial cells,Tumor ECs,155,1.7492676,1.6078316,0.9156724,endothelial
mBrain,Epithelial cells,Malignant cells,15423,0.034938082,0.0,0.078026034,endothelial
mBrain,Fibroblasts,FB-like cells,200,0.27982387,0.27725887,0.18261425,endothelial
mBrain,Fibroblasts,Pericytes,217,0.080340005,0.0,0.10850943,endothelial
mBrain,MAST cells,MAST,508,0.004639174,0.0,0.024956565,endothelial
mBrain,Myeloid cells,Alveolar Mac,133,0.15383646,0.13862944,0.15906677,endothelial
mBrain,Myeloid cells,CD163+CD14+ DCs,177,0.10026838,0.0,0.120463125,endothelial
mBrain,Myeloid cells,Microglia/Mac,563,0.049748786,0.0,0.08647136,endothelial
mBrain,Myeloid cells,Monocytes,251,0.067664996,0.0,0.09595899,endothelial
mBrain,Myeloid cells,Undetermined,445,0.030089822,0.0,0.07818626,endothelial
mBrain,Myeloid cells,mo-Mac,3942,0.1314134,0.13862944,0.15222925,endothelial
mBrain,T/NK cells,CD4+ Th,340,0.008800915,0.0,0.034619946,endothelial
mBrain,T/NK cells,CD8 low T,146,0.0100505985,0.0,0.042944465,endothelial
mBrain,T/NK cells,Exhausted CD8+ T,364,0.027299222,0.0,0.060432218,endothelial
mBrain,T/NK cells,NK,306,0.0070605706,0.0,0.031470884,endothelial
mBrain,T/NK cells,Naive CD4+ T,259,0.004817239,0.0,0.025438236,endothelial
mBrain,T/NK cells,Treg,348,0.004614991,0.0,0.027970944,endothelial
mBrain,T/NK cells,Undetermined,801,0.007399608,0.0,0.03297159,endothelial
mBrain,,,2835,0.018669054,0.0,0.1691411,endothelial
mLN,B lymphocytes,Follicular B cells,5119,0.0051883794,0.0,0.026804656,endothelial
mLN,B lymphocytes,GC B cells in the DZ,233,0.008677704,0.0,0.03708124,endothelial
mLN,B lymphocytes,GC B cells in the LZ,149,0.0046519944,0.0,0.025049422,endothelial
mLN,B lymphocytes,MALT B cells,208,0.050038856,0.0,0.08847596,endothelial
mLN,B lymphocytes,Undetermined,270,0.005647866,0.0,0.029945614,endothelial
mLN,Epithelial cells,Malignant cells,2961,0.090372555,0.0,0.13704816,endothelial
mLN,Myeloid cells,CD163+CD14+ DCs,133,0.13562328,0.13862944,0.1264389,endothelial
mLN,Myeloid cells,Monocytes,563,0.07160608,0.0,0.101408325,endothelial
mLN,Myeloid cells,Undetermined,545,0.025786342,0.0,0.07395735,endothelial
mLN,Myeloid cells,mo-Mac,3841,0.20253038,0.13862944,0.1862137,endothelial
mLN,T/NK cells,CD4+ Th,491,0.0075060255,0.0,0.033181753,endothelial
mLN,T/NK cells,CD8 low T,361,0.011446473,0.0,0.04409351,endothelial
mLN,T/NK cells,Cytotoxic CD8+ T,244,0.008522301,0.0,0.033367276,endothelial
mLN,T/NK cells,Exhausted CD8+ T,492,0.019936403,0.0,0.052850023,endothelial
mLN,T/NK cells,NK,721,0.010030912,0.0,0.03874787,endothelial
mLN,T/NK cells,Naive CD4+ T,1757,0.0058193505,0.0,0.028350472,endothelial
mLN,T/NK cells,Naive CD8+ T,231,0.015954366,0.0,0.048758693,endothelial
mLN,T/NK cells,Treg,633,0.0037230654,0.0,0.02374609,endothelial
mLN,T/NK cells,Undetermined,109,0.019077446,0.0,0.06661239,endothelial
mLN,,,1819,0.008682426,0.0,0.03553095,endothelial
nLN,B lymphocytes,Follicular B cells,8982,0.006006503,0.0,0.028596776,endothelial
nLN,B lymphocytes,GC B cells in the DZ,169,0.009843511,0.0,0.035710663,endothelial
nLN,B lymphocytes,GC B cells in the LZ,132,0.005251115,0.0,0.026565604,endothelial
nLN,B lymphocytes,MALT B cells,525,0.07955259,0.0,0.10402662,endothelial
nLN,B lymphocytes,Plasma cells,488,0.015720762,0.0,0.048159193,endothelial
nLN,B lymphocytes,Undetermined,276,0.011050172,0.0,0.039429273,endothelial
nLN,Myeloid cells,Activated DCs,122,0.0603134,0.0,0.0955587,endothelial
nLN,Myeloid cells,CD1c+ DCs,181,0.06216998,0.0,0.09372736,endothelial
nLN,Myeloid cells,Undetermined,868,0.10643955,0.0,0.21176024,endothelial
nLN,T/NK cells,CD4+ Th,1159,0.0059805624,0.0,0.028178005,endothelial
nLN,T/NK cells,CD8 low T,921,0.013950201,0.0,0.04449367,endothelial
nLN,T/NK cells,Cytotoxic CD8+ T,185,0.017362345,0.0,0.048068672,endothelial
nLN,T/NK cells,Exhausted CD8+ T,168,0.022217687,0.0,0.05599428,endothelial
nLN,T/NK cells,NK,307,0.013172021,0.0,0.04358892,endothelial
nLN,T/NK cells,Naive CD4+ T,13713,0.0052336,0.0,0.027507346,endothelial
nLN,T/NK cells,Naive CD8+ T,1317,0.017580733,0.0,0.049255744,endothelial
nLN,T/NK cells,Treg,1516,0.0037647518,0.0,0.023056218,endothelial
nLN,T/NK cells,Undetermined,139,0.03613386,0.0,0.0846953,endothelial
nLN,,,6096,0.008015177,0.0,0.03469386,endothelial
nLung,B lymphocytes,Follicular B cells,332,0.007516054,0.0,0.03323483,endothelial
nLung,B lymphocytes,GrB-secreting B cells,186,0.057460215,0.0,0.09067065,endothelial
nLung,Endothelial cells,Lymphatic ECs,207,0.70776844,0.6931472,0.28635716,endothelial
nLung,Endothelial cells,Stalk-like ECs,322,1.1224229,1.0961277,0.45031902,endothelial
nLung,Endothelial cells,Tip-like ECs,654,0.95875496,0.88616335,0.4586562,endothelial
nLung,Epithelial cells,AT1,530,0.0077383895,0.0,0.046508607,endothelial
nLung,Epithelial cells,AT2,2020,0.02679525,0.0,0.07141645,endothelial
nLung,Epithelial cells,Ciliated,654,0.030999487,0.0,0.08458818,endothelial
nLung,Epithelial cells,Club,439,0.028819975,0.0,0.07270856,endothelial
nLung,Fibroblasts,COL13A1+ matrix FBs,259,0.09433503,0.13862944,0.110219106,endothelial
nLung,Fibroblasts,COL14A1+ matrix FBs,1078,0.072577216,0.0,0.09608534,endothelial
nLung,Fibroblasts,Undetermined,122,0.06663927,0.0,0.13493614,endothelial
nLung,MAST cells,MAST,1079,0.01785303,0.0,0.071469314,endothelial
nLung,Myeloid cells,Alveolar Mac,12211,0.31484222,0.27725887,0.19499305,endothelial
nLung,Myeloid cells,CD141+ DCs,101,0.051717974,0.0,0.082060926,endothelial
nLung,Myeloid cells,CD163+CD14+ DCs,143,0.1661048,0.13862944,0.15704155,endothelial
nLung,Myeloid cells,CD1c+ DCs,880,0.10778065,0.13862944,0.11750492,endothelial
nLung,Myeloid cells,Monocytes,2319,0.09866353,0.0,0.1166423,endothelial
nLung,Myeloid cells,mo-Mac,808,0.112537004,0.0,0.15118973,endothelial
nLung,T/NK cells,CD4+ Th,3101,0.0087511735,0.0,0.03730792,endothelial
nLung,T/NK cells,CD8 low T,680,0.011162705,0.0,0.038777485,endothelial
nLung,T/NK cells,Cytotoxic CD8+ T,2041,0.012883484,0.0,0.04202475,endothelial
nLung,T/NK cells,Exhausted CD8+ T,177,0.015014214,0.0,0.047826722,endothelial
nLung,T/NK cells,NK,4752,0.008980854,0.0,0.035545282,endothelial
nLung,T/NK cells,Naive CD4+ T,280,0.009201511,0.0,0.0354833,endothelial
nLung,T/NK cells,Treg,196,0.00960855,0.0,0.036570963,endothelial
nLung,T/NK cells,Undetermined,106,0.022998052,0.0,0.05342582,endothelial
nLung,,,6614,0.014334288,0.0,0.07371539,endothelial
tL/B,B lymphocytes,Follicular B cells,382,0.0068951813,0.0,0.030178066,endothelial
tL/B,Epithelial cells,Malignant cells,6400,0.051533915,0.0,0.10029914,endothelial
tL/B,Epithelial cells,,182,0.019746935,0.0,0.058323868,endothelial
tL/B,Myeloid cells,Monocytes,499,0.07208796,0.0,0.099842615,endothelial
tL/B,Myeloid cells,Undetermined,195,0.023340723,0.0,0.07968257,endothelial
tL/B,Myeloid cells,mo-Mac,460,0.15464953,0.13862944,0.1702639,endothelial
tL/B,T/NK cells,CD4+ Th,252,0.0049510514,0.0,0.025777614,endothelial
tL/B,T/NK cells,CD8 low T,342,0.0060802386,0.0,0.028430514,endothelial
tL/B,T/NK cells,Cytotoxic CD8+ T,290,0.010516716,0.0,0.038535498,endothelial
tL/B,T/NK cells,Exhausted CD8+ T,397,0.016062856,0.0,0.044426806,endothelial
tL/B,T/NK cells,NK,406,0.007853392,0.0,0.032086935,endothelial
tL/B,T/NK cells,Naive CD4+ T,410,0.0050718086,0.0,0.026058298,endothelial
tL/B,T/NK cells,Naive CD8+ T,105,0.022444766,0.0,0.051310934,endothelial
tL/B,T/NK cells,Treg,346,0.004475377,0.0,0.026559796,endothelial
tL/B,,,963,0.0059266496,0.0,0.028711392,endothelial
tLung,B lymphocytes,Follicular B cells,3580,0.005466566,0.0,0.027947478,endothelial
tLung,B lymphocytes,MALT B cells,1126,0.07147554,0.0,0.10085432,endothelial
tLung,B lymphocytes,Plasma cells,314,0.01718511,0.0,0.048768166,endothelial
tLung,B lymphocytes,Undetermined,130,0.004265521,0.0,0.02403279,endothelial
tLung,Endothelial cells,Stalk-like ECs,103,1.1534147,1.1325921,0.50721925,endothelial
tLung,Endothelial cells,Tip-like ECs,168,1.0948434,1.001967,0.53342587,endothelial
tLung,Endothelial cells,Tumor ECs,274,1.410148,1.452108,0.57009953,endothelial
tLung,Epithelial cells,tS1,3270,0.026536763,0.0,0.065285884,endothelial
tLung,Epithelial cells,tS2,3018,0.09060044,0.0,0.13830134,endothelial
tLung,Epithelial cells,,918,0.02192015,0.0,0.07151825,endothelial
tLung,Fibroblasts,COL13A1+ matrix FBs,703,0.16717786,0.13862944,0.13129117,endothelial
tLung,Fibroblasts,COL14A1+ matrix FBs,390,0.12673624,0.13862944,0.12451419,endothelial
tLung,Fibroblasts,Myofibroblasts,245,0.09963037,0.13862944,0.115301736,endothelial
tLung,Fibroblasts,Smooth muscle cells,139,0.103418335,0.0,0.13793637,endothelial
tLung,Fibroblasts,Undetermined,111,0.0690208,0.0,0.12710918,endothelial
tLung,MAST cells,MAST,1809,0.006659952,0.0,0.031054726,endothelial
tLung,Myeloid cells,Activated DCs,154,0.05319656,0.0,0.08541144,endothelial
tLung,Myeloid cells,Alveolar Mac,1324,0.2730333,0.27725887,0.2024438,endothelial
tLung,Myeloid cells,CD163+CD14+ DCs,660,0.12899823,0.13862944,0.13486251,endothelial
tLung,Myeloid cells,CD1c+ DCs,528,0.09375379,0.0,0.11106766,endothelial
tLung,Myeloid cells,Monocytes,639,0.07990494,0.0,0.11120233,endothelial
tLung,Myeloid cells,Undetermined,484,0.03069758,0.0,0.08737043,endothelial
tLung,Myeloid cells,mo-Mac,4678,0.20313336,0.13862944,0.18205398,endothelial
tLung,Myeloid cells,pDCs,116,0.047916476,0.0,0.078342006,endothelial
tLung,T/NK cells,CD4+ Th,3572,0.005168329,0.0,0.027257973,endothelial
tLung,T/NK cells,CD8 low T,785,0.009346416,0.0,0.037703592,endothelial
tLung,T/NK cells,CD8+/CD4+ Mixed Th,2464,0.007614483,0.0,0.033378273,endothelial
tLung,T/NK cells,Cytotoxic CD8+ T,418,0.008954533,0.0,0.03671933,endothelial
tLung,T/NK cells,Exhausted CD8+ T,1762,0.011711089,0.0,0.040935103,endothelial
tLung,T/NK cells,Exhausted Tfh,385,0.0061212997,0.0,0.028517263,endothelial
tLung,T/NK cells,NK,739,0.0071603185,0.0,0.031478938,endothelial
tLung,T/NK cells,Naive CD4+ T,1743,0.004865147,0.0,0.02696371,endothelial
tLung,T/NK cells,Naive CD8+ T,203,0.014173588,0.0,0.04513692,endothelial
tLung,T/NK cells,Treg,1608,0.0038942047,0.0,0.023897836,endothelial
tLung,T/NK cells,Undetermined,262,0.013098305,0.0,0.04475058,endothelial
tLung,,,5742,0.009631066,0.0,0.06337799,endothelial
PE,B lymphocytes,Follicular B cells,3019,0.0010829978,0.0,0.012446515,fibroblast
PE,B lymphocytes,MALT B cells,109,0.008902808,0.0,0.03414125,fibroblast
PE,B lymphocytes,Undetermined,152,0.0,0.0,0.0,fibroblast
PE,Epithelial cells,,396,0.44950002,0.13862944,0.7074193,fibroblast
PE,Myeloid cells,Pleural Mac,2713,0.0022782115,0.0,0.018206982,fibroblast
PE,Myeloid cells,Undetermined,142,0.00097626366,0.0,0.011633524,fibroblast
PE,T/NK cells,CD8 low T,1691,0.0020495185,0.0,0.016735852,fibroblast
PE,T/NK cells,Cytotoxic CD8+ T,149,0.0027911968,0.0,0.019537479,fibroblast
PE,T/NK cells,Exhausted CD8+ T,438,0.0033501997,0.0,0.02414493,fibroblast
PE,T/NK cells,NK,517,0.0013407102,0.0,0.013580173,fibroblast
PE,T/NK cells,Naive CD4+ T,4365,0.0014609288,0.0,0.01415766,fibroblast
PE,T/NK cells,Naive CD8+ T,1418,0.001661989,0.0,0.015093013,fibroblast
PE,T/NK cells,Treg,519,0.0018697612,0.0,0.016006298,fibroblast
PE,,,4368,0.0019042505,0.0,0.01640793,fibroblast
mBrain,B lymphocytes,Follicular B cells,675,0.004878706,0.0,0.0341373,fibroblast
mBrain,B lymphocytes,MALT B cells,326,0.052562732,0.0,0.15806802,fibroblast
mBrain,B lymphocytes,Plasma cells,299,0.0039803633,0.0,0.02831911,fibroblast
mBrain,Endothelial cells,Tumor ECs,155,0.052110948,0.0,0.12759253,fibroblast
mBrain,Epithelial cells,Malignant cells,15423,0.114674054,0.0,0.19887318,fibroblast
mBrain,Fibroblasts,FB-like cells,200,3.9989147,4.118826,1.162062,fibroblast
mBrain,Fibroblasts,Pericytes,217,1.6676731,1.6612946,0.79447734,fibroblast
mBrain,MAST cells,MAST,508,0.001364463,0.0,0.013698992,fibroblast
mBrain,Myeloid cells,Alveolar Mac,133,0.0138858,0.0,0.04682062,fibroblast
mBrain,Myeloid cells,CD163+CD14+ DCs,177,0.018472148,0.0,0.070648246,fibroblast
mBrain,Myeloid cells,Microglia/Mac,563,0.005705211,0.0,0.029858183,fibroblast
mBrain,Myeloid cells,Monocytes,251,0.013672335,0.0,0.048234113,fibroblast
mBrain,Myeloid cells,Undetermined,445,0.016434561,0.0,0.0532953,fibroblast
mBrain,Myeloid cells,mo-Mac,3942,0.069177784,0.0,0.13753134,fibroblast
mBrain,T/NK cells,CD4+ Th,340,0.013932228,0.0,0.046772845,fibroblast
mBrain,T/NK cells,CD8 low T,146,0.0113942,0.0,0.047486573,fibroblast
mBrain,T/NK cells,Exhausted CD8+ T,364,0.028247623,0.0,0.066253446,fibroblast
mBrain,T/NK cells,NK,306,0.013138084,0.0,0.04365962,fibroblast
mBrain,T/NK cells,Naive CD4+ T,259,0.019582056,0.0,0.06545356,fibroblast
mBrain,T/NK cells,Treg,348,0.009793676,0.0,0.041950323,fibroblast
mBrain,T/NK cells,Undetermined,801,0.0023511557,0.0,0.019777,fibroblast
mBrain,,,2835,0.021268947,0.0,0.15582559,fibroblast
mLN,B lymphocytes,Follicular B cells,5119,0.004071406,0.0,0.024419384,fibroblast
mLN,B lymphocytes,GC B cells in the DZ,233,0.016829655,0.0,0.07124536,fibroblast
mLN,B lymphocytes,GC B cells in the LZ,149,0.0046519944,0.0,0.025049422,fibroblast
mLN,B lymphocytes,MALT B cells,208,0.012110031,0.0,0.049859714,fibroblast
mLN,B lymphocytes,Undetermined,270,0.0020537695,0.0,0.016779084,fibroblast
mLN,Epithelial cells,Malignant cells,2961,0.20408216,0.0,0.31154355,fibroblast
mLN,Myeloid cells,CD163+CD14+ DCs,133,0.0058213547,0.0,0.04227902,fibroblast
mLN,Myeloid cells,Monocytes,563,0.0050687063,0.0,0.029777167,fibroblast
mLN,Myeloid cells,Undetermined,545,0.0027980253,0.0,0.0243459,fibroblast
mLN,Myeloid cells,mo-Mac,3841,0.010561991,0.0,0.091233656,fibroblast
mLN,T/NK cells,CD4+ Th,491,0.004964956,0.0,0.026483124,fibroblast
mLN,T/NK cells,CD8 low T,361,0.0026881055,0.0,0.019142615,fibroblast
mLN,T/NK cells,Cytotoxic CD8+ T,244,0.004309423,0.0,0.02558415,fibroblast
mLN,T/NK cells,Exhausted CD8+ T,492,0.00197237,0.0,0.016434332,fibroblast
mLN,T/NK cells,NK,721,0.0028043068,0.0,0.020153698,fibroblast
mLN,T/NK cells,Naive CD4+ T,1757,0.0034389065,0.0,0.021801818,fibroblast
mLN,T/NK cells,Naive CD8+ T,231,0.0024005098,0.0,0.018122932,fibroblast
mLN,T/NK cells,Treg,633,0.0019710346,0.0,0.016425122,fibroblast
mLN,T/NK cells,Undetermined,109,0.011446468,0.0,0.038331125,fibroblast
mLN,,,1819,0.004628949,0.0,0.03736633,fibroblast
nLN,B lymphocytes,Follicular B cells,8982,0.0014493719,0.0,0.014742334,fibroblast
nLN,B lymphocytes,GC B cells in the DZ,169,0.0047206916,0.0,0.030888226,fibroblast
nLN,B lymphocytes,GC B cells in the LZ,132,0.002100446,0.0,0.01699885,fibroblast
nLN,B lymphocytes,MALT B cells,525,0.008649127,0.0,0.051238995,fibroblast
nLN,B lymphocytes,Plasma cells,488,0.0008522301,0.0,0.010847073,fibroblast
nLN,B lymphocytes,Undetermined,276,0.002805218,0.0,0.021146977,fibroblast
nLN,Myeloid cells,Activated DCs,122,0.009090455,0.0,0.03879375,fibroblast
nLN,Myeloid cells,CD1c+ DCs,181,0.0022977255,0.0,0.017748047,fibroblast
nLN,Myeloid cells,Undetermined,868,0.08681991,0.0,0.4010689,fibroblast
nLN,T/NK cells,CD4+ Th,1159,0.0013157238,0.0,0.013447042,fibroblast
nLN,T/NK cells,CD8 low T,921,0.00060208223,0.0,0.009121083,fibroblast
nLN,T/NK cells,Cytotoxic CD8+ T,185,0.0014986966,0.0,0.0143747805,fibroblast
nLN,T/NK cells,Exhausted CD8+ T,168,0.0,0.0,0.0,fibroblast
nLN,T/NK cells,NK,307,0.00045156167,0.0,0.007912,fibroblast
nLN,T/NK cells,Naive CD4+ T,13713,0.0008121832,0.0,0.010823067,fibroblast
nLN,T/NK cells,Naive CD8+ T,1317,0.00010526153,0.0,0.003819993,fibroblast
nLN,T/NK cells,Treg,1516,0.00018288844,0.0,0.0050335857,fibroblast
nLN,T/NK cells,Undetermined,139,0.0,0.0,0.0,fibroblast
nLN,,,6096,0.001261943,0.0,0.014983143,fibroblast
nLung,B lymphocytes,Follicular B cells,332,0.008004567,0.0,0.036612347,fibroblast
nLung,B lymphocytes,GrB-secreting B cells,186,0.016214343,0.0,0.05311883,fibroblast
nLung,Endothelial cells,Lymphatic ECs,207,0.034104723,0.0,0.064816274,fibroblast
nLung,Endothelial cells,Stalk-like ECs,322,0.0257992,0.0,0.06407615,fibroblast
nLung,Endothelial cells,Tip-like ECs,654,0.00936277,0.0,0.042214237,fibroblast
nLung,Epithelial cells,AT1,530,0.020057704,0.0,0.081226595,fibroblast
nLung,Epithelial cells,AT2,2020,0.03176473,0.0,0.07572306,fibroblast
nLung,Epithelial cells,Ciliated,654,0.051412676,0.0,0.14492667,fibroblast
nLung,Epithelial cells,Club,439,0.040260475,0.0,0.08401249,fibroblast
nLung,Fibroblasts,COL13A1+ matrix FBs,259,1.9609792,1.8914402,0.6935064,fibroblast
nLung,Fibroblasts,COL14A1+ matrix FBs,1078,2.6700182,2.6842856,0.64177084,fibroblast
nLung,Fibroblasts,Undetermined,122,1.4453211,1.3308198,0.8152524,fibroblast
nLung,MAST cells,MAST,1079,0.00859847,0.0,0.038141776,fibroblast
nLung,Myeloid cells,Alveolar Mac,12211,0.02446458,0.0,0.071316555,fibroblast
nLung,Myeloid cells,CD141+ DCs,101,0.033408117,0.0,0.07744289,fibroblast
nLung,Myeloid cells,CD163+CD14+ DCs,143,0.018748758,0.0,0.079562314,fibroblast
nLung,Myeloid cells,CD1c+ DCs,880,0.022277856,0.0,0.060105022,fibroblast
nLung,Myeloid cells,Monocytes,2319,0.013252073,0.0,0.050811745,fibroblast
nLung,Myeloid cells,mo-Mac,808,0.0377815,0.0,0.09538325,fibroblast
